,file,timestamp,summonerName,participantId,puuid,championId,teamId,individualPosition,assists,kills,deaths,champLevel,goldEarned,totalMinionsKilled,neutralMinionsKilled,visionScore,wardsPlaced,detectorWardsPlaced,wardsKilled,totalHeal,totalDamageDealt,totalDamageDealtToChampions,magicDamageDealtToChampions,physicalDamageDealtToChampions,trueDamageDealtToChampions,totalDamageTaken,damageSelfMitigated,damageDealtToObjectives,damageDealtToTurrets,turretKills,turretTakedowns,inhibitorKills,inhibitorTakedowns,win,timePlayed,firstBloodKill,firstBloodAssist,firstTowerKill,firstTowerAssist,killingSprees,largestKillingSpree,largestMultiKill,doubleKills,tripleKills,quadraKills,pentaKills,unrealKills,12AssistStreakCount,itemsPurchased,longestTimeSpentLiving,visionWardsBoughtInGame,consumablesPurchased,spell1Casts,spell2Casts,spell3Casts,spell4Casts,summoner1Casts,summoner2Casts
0,all_matches.json,,,1,oCX6ooSv9I7Ivv3x80xT_lOKNjZPV5jQCPStEGwLn5XvDAtxOvdgOOXGGxd4-gwBJLbeg3HfHuD2og,79,100,TOP,7,5,8,15,9796,154,0,13,10,0,0,9558,108424,15716,14799,812,104,32260,26848,3389,3389,1,1,0,0,False,1601,False,True,False,False,1,3,2,1,0,0,0,0,,20,295,0,2,268,74,81,9,3,4
1,all_matches.json,,,2,j3YIS1A8IDW6cq1obRtaj_-Bqz107lH-NmpxFAT34ze45qfGF7gk08pqDgPRtq1fp8-VSb9QxNT7sQ,254,100,JUNGLE,4,6,8,13,9762,9,134,17,9,0,1,13731,192401,15660,0,14855,805,39312,36763,10750,0,0,0,0,0,False,1601,True,False,False,False,1,3,1,0,0,0,0,0,,16,401,0,0,129,0,97,9,17,5
2,all_matches.json,,,3,sUhMTtS7Nku4YPgEKLhaB7LSqT0FWqjWMYwdhJIBTgtGTmjKv3tCD39PhgY-sY1dOxfS3HnI0DpY5g,7,100,MIDDLE,3,7,7,14,10236,166,0,25,7,5,4,2852,80632,22828,18675,1867,2285,23497,10179,713,96,0,0,0,0,False,1601,False,False,False,False,1,3,1,0,0,0,0,0,,29,562,6,8,84,115,39,24,4,4
3,all_matches.json,,,4,TnFk5s_rg2qBlwLzzY2DNrzUwFCWX9zL8XMhxe_KO3pEEW2gDh2SXh7aMVoVrwmbXKF9rgHkuwoOsg,18,100,BOTTOM,3,7,4,13,10597,181,5,14,8,0,1,6262,130535,23476,2906,20491,77,21203,11366,4226,4226,1,1,0,0,False,1601,False,False,False,False,1,5,1,0,0,0,0,0,,20,1094,0,1,38,28,34,6,5,4
4,all_matches.json,,,5,uILrsk3ftOPRKgPwQh2Fx2_izi_Qyn5vym0mmkkPWi_nUqVdDWucTGpnA_d7OwOynr0A2BnqVDIkgQ,117,100,UTILITY,16,1,4,12,7259,22,0,55,25,0,3,5177,25068,12626,9672,1820,1133,19307,9806,0,0,0,0,0,0,False,1601,False,False,False,False,0,0,1,0,0,0,0,0,,17,1100,0,2,66,43,65,8,3,6
5,all_matches.json,,,6,ss4x45tI9Zz44APkTCagS4EHTBi2NfUO-Wo9fke4vcwKAsoBC1SgHlvZehSwXdcCBdCDgMdeziuKwg,133,200,TOP,7,10,10,15,12624,142,0,15,8,0,0,4018,94259,24193,0,21165,3027,27669,13906,2455,2455,1,4,0,1,True,1601,False,False,False,False,3,3,1,0,0,0,0,0,,19,295,0,1,48,9,35,14,4,4
6,all_matches.json,,,7,mVQfLZOKyfcGjZnQ3epAdvrxJCMrnYJovhQS8Qa-6EvjMmpMr1E3ZSwIbmIgLB41auWrOiTNQGJweg,83,200,JUNGLE,9,6,2,17,13660,46,171,27,4,3,6,24544,292933,27167,5616,19527,2024,31450,20746,66368,8570,4,7,1,1,True,1601,False,False,False,True,1,5,1,0,0,0,0,0,,14,898,3,5,213,22,114,3,3,16
7,all_matches.json,,,8,6SHMb3SImhJdJ0MovZpx0YQkV2ThU8aaSTw2VLVistHKiIOK920qpT6WYzZiILZPewEBBlLKN9o8DA,84,200,MIDDLE,8,5,1,15,10645,174,0,22,8,2,1,3770,105612,20515,18084,1180,1251,20565,14104,7741,4618,2,3,0,0,True,1601,False,False,True,False,1,5,2,1,0,0,0,0,,18,1479,2,3,155,31,82,16,4,3
8,all_matches.json,,,9,HfvURiz37uvbFonQdg9GwSukNYu0u0X9GASTI2EkvbiRErngxyCPc8Xmh64RKTyhmB4UCXpzrGtdYw,202,200,BOTTOM,10,8,6,15,12257,166,4,12,9,1,0,6530,116635,23117,567,21941,607,22162,11897,10312,4095,1,2,0,1,True,1601,False,False,False,False,2,3,2,1,0,0,0,0,,17,529,1,2,71,40,29,32,3,4
9,all_matches.json,,,10,NHcbsISu1X6dffUlR115N9h_Fx2QYJE8Le_rJJVVihLLfpQ19ivdDk01TUMBu3AIJ7BmO3IJQivi0w,518,200,UTILITY,13,2,7,12,7420,20,0,43,15,2,5,1691,34639,18983,17259,903,820,18977,7889,565,565,0,1,0,0,True,1601,False,False,False,False,0,0,1,0,0,0,0,0,,21,507,3,6,79,34,39,9,4,5
10,all_matches.json,,,1,oB50TfZ8zw9-Atbh00w0gdYuzYEladnuJ5J5Yh_F1uqXv2Y3_aDatvou6O5VOh042pMC6oXrgBWMjA,875,100,TOP,3,3,7,15,12115,199,8,13,6,0,0,2570,132103,24716,90,16812,7813,33975,30259,3856,3856,2,2,0,0,False,1660,False,False,False,False,1,2,1,0,0,0,0,0,,20,735,1,2,77,18,36,6,5,2
11,all_matches.json,,,2,fBAZWPXkY-gR_mwFpXRKHtdITWZNTKVEDVdcpsveLTr_vTH9QRpHjQW_JQGnXnEbeFxUs2D1gAV1bA,35,100,JUNGLE,6,5,7,15,10820,16,165,21,6,3,3,11316,225353,14855,3999,8624,2231,30086,17306,11891,0,0,0,0,0,False,1660,False,False,False,False,1,2,1,0,0,0,0,0,,26,340,4,5,52,62,58,113,18,4
12,all_matches.json,,,3,CO1ZIbLZpKPmS752iKqagMW8Xntf4E1J8sfnkpfAAnMNu8l3BtQFIQZhr-UCGGqXD48-IqKbV2jnEw,157,100,MIDDLE,1,5,10,15,11866,216,0,4,6,1,0,6314,150915,17227,2812,13974,440,34169,34305,1542,1542,0,0,0,0,False,1660,False,False,False,False,1,2,1,0,0,0,0,0,,22,273,1,3,245,28,207,3,3,3
13,all_matches.json,,,4,EvV71vyn8O4IGKCNcsuxrdr4Je_b4S7MABPYLoBUtNlMF6RT7H1EGN6tO5rQtbXzZzX4w9D06rIzfw,147,100,BOTTOM,4,1,5,14,9719,205,0,19,11,2,1,2270,112546,11686,10678,1008,0,14580,11239,192,192,0,0,0,0,False,1660,False,False,False,False,0,0,1,0,0,0,0,0,,20,666,2,4,114,30,70,6,2,3
